0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.419,21.735,21.106,21.14,21.402,21.441,21.067,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.324,21.841,22.045,22.079,21.874,21.996,21.996,22.001,21.768,21.763,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.424,21.979,22.2,22.095,21.985,22.023,21.99,21.924,21.929,21.946,21.985,22.001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.19,21.596,21.624,20.855,0,0,0,21.028,21.852,22.228,22.206,22.012,22.045,22.034,21.896,21.94,21.951,21.901,21.929,22.034,21.985,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.558,21.741,21.752,21.752,21.757,21.463,21.502,0,0,21.056,21.901,22.261,22.167,22.056,22.062,21.968,21.913,21.857,21.885,21.807,21.874,22.034,22.018,21.99,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.296,21.707,21.658,21.707,21.685,21.719,21.757,21.685,21.095,21.056,21.802,22.172,22.161,22.15,22.139,21.957,21.979,21.896,21.791,21.813,21.824,21.841,21.924,21.824,21.824,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.095,21.596,21.585,21.691,21.68,21.646,21.646,21.707,21.73,21.474,21.112,21.685,22.172,22.145,22.139,22.051,21.957,21.89,21.852,21.929,21.752,21.802,22.023,21.913,21.913,22.134,21.796,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,20.922,21.318,21.613,21.752,21.752,21.791,21.691,21.691,21.696,21.707,21.574,21.101,21.279,22.106,22.184,22.073,22.134,21.951,21.907,21.868,21.885,21.852,21.885,21.924,22.023,21.99,22.062,21.929,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,21.508,21.073,21.039,21.391,21.73,21.535,21.818,21.691,21.746,21.719,21.669,21.719,21.707,21.207,21.146,22.073,22.31,22.139,22.112,22.007,21.913,21.89,21.924,21.813,21.874,21.896,22.04,22.045,22.095,22.018,21.796,0,0,0,0
0,0,0,0,0,0,0,0,0,0,21.802,21.968,21.707,21.646,21.613,21.746,21.818,21.713,21.674,21.713,21.791,21.774,21.691,21.746,21.38,21.19,21.89,22.316,22.189,22.272,22.134,22.09,21.985,22.023,22.04,21.968,22.067,22.106,22.189,22.217,22.128,22.09,0,0,0,0
0,0,0,0,0,0,0,0,0,21.357,21.829,21.913,21.863,21.658,21.724,21.73,21.818,21.901,21.752,21.724,21.735,21.768,21.741,21.735,21.613,21.168,21.813,22.344,22.349,22.41,22.172,22.15,22.09,21.951,21.99,22.112,22.001,22.195,22.156,22.272,22.228,22.15,22.288,0,0,0
0,0,0,0,0,0,0,0,0,21.585,21.824,21.913,21.835,21.763,21.802,21.558,21.757,21.896,21.973,21.996,21.918,21.962,21.818,21.935,21.619,21.079,21.596,22.52,22.624,22.553,22.322,22.421,22.15,22.266,22.211,21.99,22.255,22.272,22.206,22.255,22.228,22.437,22.272,0,0,0
0,0,0,0,0,0,0,0,21.179,21.746,21.962,21.913,21.863,21.813,21.696,21.785,21.669,21.746,22.095,22.261,22.233,21.985,21.94,22.167,21.918,20.989,21.09,22.172,22.822,22.767,22.382,22.465,22.487,22.322,22.255,22.349,22.294,22.47,22.322,22.255,22.299,22.432,22.426,0,0,0
0,0,0,0,0,0,0,0,21.73,21.907,21.924,21.94,21.813,21.852,21.852,21.719,21.885,22.001,22.371,22.586,22.591,22.338,22.377,22.701,22.745,21.641,20.995,21.691,22.959,22.899,22.646,22.701,22.492,22.465,22.448,22.476,22.542,22.525,22.641,22.421,22.487,22.602,22.514,0,0,0
0,0,0,0,0,0,0,20.989,21.702,21.946,22.079,21.996,21.89,21.913,21.879,21.979,22.139,22.47,23.063,23.353,23.392,23.042,23.441,23.129,22.635,21.329,21.374,22.288,22.976,22.937,22.767,22.762,22.762,22.635,22.707,22.712,22.734,22.734,22.685,22.575,22.575,22.63,22.679,22.597,0,0
0,0,0,0,0,0,20.984,21.24,21.685,22.029,22.073,22.029,21.929,22.079,22.101,22.2,22.52,23.063,23.495,23.528,23.479,23.571,23.446,23.512,23.299,22.861,21.624,21.674,23.239,23.211,22.877,22.8,22.696,22.789,22.74,22.701,22.723,22.734,22.795,22.619,22.751,22.74,22.63,22.586,0,0
0,0,0,0,0,21.112,21.324,21.841,21.985,21.99,21.896,22.123,22.09,22.184,22.322,22.547,22.773,23.402,23.789,23.588,23.55,23.561,23.479,23.457,23.484,23.31,22.899,22.2,23.228,23.446,23.069,23.025,22.855,22.888,22.74,22.91,22.811,22.712,22.734,22.734,22.723,22.679,22.839,22.668,0,0
0,0,0,0,20.894,21.134,21.757,21.985,21.951,21.962,21.863,22.018,22.045,22.31,22.712,22.965,23.26,23.539,23.811,23.713,23.55,23.517,23.446,23.457,23.397,23.501,23.473,23.244,23.473,23.424,23.184,23.135,23.063,23.036,22.981,22.998,22.937,22.833,22.905,22.712,22.74,22.806,22.8,22.789,0,0
0,0,0,0,21.146,21.363,21.962,21.951,22.007,21.951,21.957,21.907,21.951,22.195,22.767,23.397,23.533,23.582,23.479,23.43,23.495,23.577,23.468,23.381,23.413,23.512,23.435,23.479,23.533,23.386,23.337,23.244,23.167,23.178,22.954,22.954,23.009,22.97,23.052,22.734,23.003,22.943,22.948,22.992,0,0
0,0,0,20.956,21.352,21.513,21.996,21.957,22.095,22.023,22.023,21.901,22.007,22.2,22.833,23.506,23.566,23.43,23.375,23.468,23.402,23.424,23.419,23.375,23.457,23.479,23.43,23.364,23.413,23.408,23.37,23.239,23.255,23.118,23.107,23.096,22.954,22.998,22.899,22.976,22.976,22.965,23.107,22.981,23.014,0
0,0,0,21.006,21.391,21.774,22.156,22.034,22.095,22.217,22.04,22.018,22.062,22.283,23.107,23.468,23.512,23.392,23.392,23.397,23.397,23.397,23.408,23.419,23.441,23.43,23.419,23.452,23.452,23.211,23.146,23.2,23.129,23.124,23.085,23.02,22.959,23.014,22.948,22.998,23.058,23.069,23.113,23.102,23.025,0
0,0,20.972,21.123,21.229,21.957,22.217,22.189,22.134,22.211,22.15,22.007,22.161,22.41,23.266,23.571,23.457,23.522,23.479,23.452,23.408,23.512,23.484,23.413,23.457,23.397,23.413,23.402,23.419,23.381,23.222,23.195,23.14,23.102,23.052,23.058,23.08,22.97,22.91,22.943,23.042,23.003,22.981,23.069,23.052,0
0,0,21.569,22.012,22.211,22.051,22.101,22.101,22.206,22.255,22.371,22.322,22.266,22.74,23.413,23.67,23.539,23.522,23.571,23.561,23.571,23.517,23.495,23.452,23.462,23.539,23.43,23.326,23.43,23.228,23.239,23.26,23.239,23.184,22.954,23.069,22.932,22.965,22.959,22.992,23.151,23.118,22.992,23.009,22.921,0
0,21.491,21.924,22.139,22.172,22.09,22.206,22.062,22.366,22.668,22.756,22.685,23.102,23.506,23.528,23.528,23.446,23.561,23.544,23.61,23.512,23.506,23.631,23.506,23.631,23.452,23.452,23.517,23.326,23.348,23.255,23.211,23.151,23.222,23.025,22.948,23.025,22.872,22.981,22.959,23.003,23.036,23.085,23.014,23.113,0
0,21.613,22.095,22.15,22.062,22.277,22.316,22.255,22.685,23.08,23.435,23.014,23.501,23.49,23.462,23.533,23.495,23.588,23.555,23.544,23.648,23.571,23.512,23.615,23.593,23.517,23.435,23.359,23.408,23.359,23.189,23.167,23.107,23.003,23.063,23.069,22.954,23.042,23.14,23.2,23.146,23.08,23.135,23.206,23.206,0
0,21.707,22.184,22.172,22.189,22.261,22.333,22.399,22.751,23.419,23.757,23.512,23.599,23.495,23.446,23.468,23.419,23.501,23.533,23.599,23.691,23.555,23.528,23.593,23.724,23.637,23.571,23.457,23.419,23.43,23.277,23.102,23.239,23.085,23.195,23.025,23.052,23.074,23.113,23.091,23.222,23.239,23.249,23.173,23.233,0
0,21.874,22.294,22.355,22.492,22.426,22.465,22.443,22.894,23.501,23.947,23.719,23.522,23.533,23.43,23.582,23.517,23.593,23.642,23.637,23.664,23.604,23.604,23.789,23.762,23.773,23.621,23.659,23.528,23.446,23.331,23.189,23.162,23.129,23.167,23.085,22.976,23.162,23.195,23.217,23.222,23.178,23.26,23.249,23.211,0
0,21.918,22.333,22.47,22.459,22.476,22.679,22.707,23.217,23.882,23.941,23.757,23.479,23.555,23.555,23.637,23.501,23.577,23.555,23.561,23.702,23.778,23.778,23.773,23.746,23.708,23.795,23.724,23.588,23.533,23.304,23.239,23.26,23.217,23.189,23.124,23.162,23.2,23.151,23.184,23.239,23.266,23.26,23.271,23.26,0
0,21.996,22.503,22.58,22.756,22.811,22.85,23.063,23.353,23.909,23.903,23.604,23.61,23.544,23.506,23.61,23.571,23.621,23.61,23.74,23.751,23.822,23.854,23.86,23.849,23.903,23.8,23.871,23.838,23.621,23.571,23.435,23.266,23.217,23.178,23.167,23.096,23.091,23.233,23.173,23.26,23.26,23.31,23.321,23.26,0
0,22.106,22.828,22.712,22.773,22.811,22.976,23.189,23.719,23.99,23.903,23.697,23.539,23.61,23.577,23.544,23.631,23.561,23.621,23.735,23.746,23.811,23.925,23.903,23.931,23.952,23.903,23.903,23.833,23.778,23.615,23.517,23.593,23.282,23.337,23.331,23.255,23.249,23.178,23.211,23.321,23.419,23.299,23.31,23.381,0
0,0,22.861,22.992,23.02,23.102,23.178,23.424,23.708,23.784,23.708,23.653,23.571,23.555,23.582,23.615,23.686,23.648,23.67,23.675,23.757,23.925,23.963,23.952,23.882,24.023,24.001,23.958,23.941,23.811,23.74,23.631,23.55,23.419,23.353,23.375,23.304,23.288,23.162,23.315,23.359,23.386,23.331,23.386,23.342,0
0,0,22.998,23.156,23.178,23.239,23.544,23.729,23.767,23.708,23.697,23.566,23.599,23.631,23.571,23.577,23.773,23.686,23.67,23.854,23.833,23.985,24.137,23.952,23.952,24.039,24.11,24.072,23.979,23.898,23.778,23.675,23.691,23.561,23.402,23.452,23.353,23.304,23.162,23.397,23.381,23.435,23.424,23.397,23.359,0
0,0,23.195,23.49,23.555,23.599,23.751,23.648,23.664,23.648,23.49,23.555,23.648,23.642,23.637,23.724,23.746,23.816,23.816,23.816,23.784,24.007,24.082,24.012,24.055,23.958,24.11,23.974,24.055,23.979,23.925,23.74,23.735,23.697,23.561,23.479,23.392,23.408,23.2,23.397,23.452,23.457,23.408,23.506,23.408,0
0,0,23.342,23.479,23.664,23.691,23.55,23.61,23.637,23.615,23.68,23.648,23.55,23.637,23.615,23.822,23.789,23.833,23.833,23.849,23.882,23.979,24.175,24.175,24.137,24.169,24.001,24.191,24.164,23.882,23.898,23.735,23.762,23.697,23.582,23.468,23.31,23.31,23.178,23.364,23.479,23.435,23.43,23.533,23.435,0
0,0,23.561,23.561,23.664,23.757,23.729,23.686,23.713,23.697,23.555,23.539,23.621,23.686,23.626,23.789,23.876,23.806,23.979,23.985,24.082,24.055,24.061,24.088,24.213,24.31,24.169,24.256,24.077,24.007,23.979,23.882,23.778,23.719,23.735,23.484,23.604,23.402,23.424,23.381,23.473,23.522,23.561,23.402,23.462,0
0,0,23.571,23.561,23.642,23.724,23.691,23.697,23.746,23.713,23.571,23.68,23.724,23.708,23.789,23.871,23.806,23.882,24.007,24.142,24.077,24.158,24.245,24.158,24.288,24.326,24.348,24.283,24.337,24.18,23.99,23.979,23.686,23.784,23.789,23.68,23.43,23.582,23.479,23.615,23.544,23.637,23.626,23.452,23.49,0
0,0,23.648,23.659,23.729,23.648,23.844,23.767,23.767,23.571,23.74,23.713,23.637,23.762,23.876,23.871,23.795,23.985,24.023,24.142,24.093,24.185,24.24,24.375,24.278,24.44,24.429,24.229,24.256,24.223,24.066,23.99,23.963,23.865,23.757,23.686,23.664,23.659,23.528,23.659,23.577,23.615,23.675,23.593,23.533,0
0,0,0,23.621,23.811,23.773,23.806,23.702,23.719,23.789,23.854,23.68,23.778,23.702,23.865,23.849,23.887,23.871,24.093,24.028,24.055,24.272,24.305,24.315,24.353,24.375,24.44,24.564,24.461,24.31,24.299,24.11,23.952,23.969,23.893,23.903,23.653,23.664,23.604,23.637,23.686,23.713,23.68,23.67,23.566,0
0,0,0,23.621,23.887,23.816,23.708,23.893,23.806,23.729,23.773,23.838,23.8,23.816,23.925,23.963,24.012,24.126,24.017,24.066,24.115,24.305,24.305,24.418,24.364,24.434,24.515,24.424,24.472,24.364,24.25,24.148,24.18,23.882,24.001,23.925,23.931,23.827,23.691,23.719,23.893,23.746,23.686,23.751,23.49,0
0,0,0,23.865,23.789,23.816,23.784,23.784,23.86,23.882,23.746,23.827,23.882,23.958,23.985,24.126,23.985,24.023,24.148,24.115,24.256,24.245,24.31,24.483,24.472,24.532,24.564,24.553,24.591,24.434,24.25,24.245,24.245,24.196,24.131,24.072,23.985,23.969,23.893,23.822,23.767,23.8,23.92,23.67,23.719,0
