0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.625,29.356,29.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.945,30.884,30.573,29.933,30.854,30.231,0,0,29.933,29.784,29.738,29.774,29.614,29.351,29.15,29.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.839,31.342,31.357,31.372,31.174,31.113,30.945,30.747,30.706,30.379,30.246,29.943,29.907,29.907,29.748,29.465,29.475,29.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.418,31.61,31.529,31.585,31.509,31.453,31.271,31.271,31.169,30.889,30.823,30.548,30.461,30.144,29.964,29.743,29.46,29.439,29.129,29.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.539,31.539,31.625,31.661,31.666,31.565,31.625,31.311,31.276,31.215,30.92,30.828,30.67,30.44,30.354,30.082,29.856,29.583,29.449,29.269,29.088,28.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.281,31.529,31.605,31.62,31.651,31.494,31.519,31.337,31.352,31.266,31.205,30.956,30.859,30.772,30.486,30.313,30.108,29.882,29.676,29.511,29.511,29.3,29.191,28.979,28.792,28.454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.271,31.509,31.605,31.64,31.666,31.59,31.63,31.499,31.479,31.372,31.159,31.006,30.986,30.859,30.859,30.675,30.497,30.486,30.087,29.851,29.681,29.537,29.331,29.088,28.948,28.865,28.782,28.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.245,31.565,31.615,31.575,31.605,31.605,31.514,31.489,31.489,31.311,31.352,31.205,31.047,30.996,30.854,30.793,30.788,30.696,30.328,30.092,29.841,29.578,29.522,29.269,29.232,29.108,29.041,28.797,28.543,28.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.721,31.453,31.453,31.448,31.701,31.534,31.433,31.428,31.357,31.311,31.316,31.342,31.123,31.078,30.991,30.874,30.849,30.742,30.665,30.435,30.164,29.964,29.692,29.511,29.341,29.145,28.994,29.077,29.077,28.948,28.771,28.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.486,31.174,31.357,31.443,31.367,31.453,31.468,31.468,31.306,31.271,31.306,31.235,31.067,30.976,30.991,30.68,30.721,30.594,30.726,30.42,30.42,30.077,29.902,29.63,29.589,29.455,29.3,29.108,29.062,28.906,28.74,28.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.935,31.23,31.382,31.291,31.306,31.261,31.372,31.326,31.372,31.24,31.215,31.195,31.042,31.042,30.92,30.935,30.854,30.655,30.599,30.502,30.446,30.144,29.866,29.609,29.573,29.475,29.439,29.269,29.165,28.906,28.994,28.725,28.642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.752,31.062,31.123,31.149,31.123,31.291,31.2,31.2,31.205,31.276,31.184,31.205,31.078,30.951,31.027,31.037,30.808,30.645,30.803,30.65,30.543,30.461,30.133,29.907,29.784,29.728,29.65,29.439,29.31,29.243,29.067,29.067,28.989,28.989,28.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.384,30.849,31.128,31.164,31.073,31.108,31.088,31.179,31.22,31.281,31.052,31.047,31.078,30.956,30.828,30.991,30.823,30.68,30.675,30.609,30.609,30.573,30.19,30.087,30.051,30.051,30.051,29.764,29.769,29.594,29.336,29.258,29.108,28.984,28.808,28.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
