0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.906,34.86,34.687,34.375,34.814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.548,34.467,34.293,35.596,35.401,34.664,0,0,0,0,0,0,0,33.666,34.525,35.493,35.389,35.309,35.217,35.389,34.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,34.34,34.502,35.584,35.562,35.596,35.596,35.539,35.298,34.791,0,0,0,0,0,34.514,35.125,35.412,35.63,35.539,35.504,35.493,35.412,35.206,35.206,34.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,35.344,35.665,35.722,35.653,35.653,35.665,35.722,35.699,35.539,35.573,35.562,34.687,34.525,0,0,35.562,35.733,35.791,35.791,35.745,35.676,35.642,35.596,35.435,35.355,35.263,34.906,34.398,0,0,0,33.91,34.421,34.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,34.548,35.653,35.733,35.745,35.699,35.642,35.653,35.676,35.642,35.71,35.756,35.756,35.733,35.619,35.401,35.321,35.813,35.893,35.905,35.848,35.768,35.722,35.676,35.584,35.424,35.378,35.344,35.068,34.779,33.922,0,0,34.929,35.033,34.745,34.108,34.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,35.389,35.688,35.665,35.665,35.665,35.791,35.791,35.768,35.733,35.813,35.825,35.825,35.768,35.756,35.688,35.71,35.813,35.939,35.916,35.848,35.893,35.813,35.699,35.573,35.458,35.389,35.355,35.183,35.309,35.068,34.652,34.618,35.481,35.367,35.24,35.091,35.263,35.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,34.941,35.504,35.665,35.779,35.802,35.802,35.916,35.928,35.905,35.836,35.928,35.882,35.848,35.825,35.836,35.791,35.813,35.905,36.042,36.008,35.951,35.893,35.893,35.768,35.607,35.539,35.539,35.412,35.344,35.584,35.688,35.699,35.607,35.607,35.458,35.367,35.298,35.378,35.229,34.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,35.355,35.619,35.71,35.859,35.916,35.905,36.019,36.053,36.042,35.985,36.019,35.928,35.871,35.859,35.882,35.836,35.882,35.996,36.053,36.122,36.099,36.065,36.065,35.962,35.859,35.71,35.596,35.504,35.504,35.905,35.871,35.813,35.733,35.584,35.481,35.424,35.378,35.412,35.332,34.825,33.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,35.091,35.458,35.619,35.733,35.951,35.996,36.008,36.019,36.145,36.156,36.099,36.088,36.088,35.973,35.905,35.916,35.882,35.848,35.905,36.099,36.213,36.213,36.156,36.099,35.973,35.882,35.745,35.619,35.665,35.825,36.145,35.985,35.825,35.699,35.596,35.539,35.493,35.424,35.481,35.389,35.389,35.056,34.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,35.401,35.527,35.71,35.848,35.951,36.019,36.053,36.065,36.145,36.213,36.224,36.179,36.099,36.008,35.939,35.916,35.871,35.848,35.928,36.11,36.236,36.293,36.236,36.099,35.951,35.836,35.722,35.71,35.848,36.088,36.145,36.053,35.848,35.848,35.733,35.653,35.607,35.562,35.63,35.596,35.458,35.16,34.363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,35.401,35.539,35.619,35.813,36.042,36.076,36.088,36.11,36.167,36.202,36.213,36.179,36.088,36.031,35.962,35.939,35.882,35.859,35.939,36.076,36.213,36.304,36.259,36.065,35.928,35.928,35.825,35.825,35.859,36.019,36.236,36.213,36.019,35.848,35.733,35.745,35.688,35.653,35.665,35.596,35.458,35.137,34.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,35.389,35.596,35.756,35.928,36.099,36.122,36.133,36.145,36.167,36.145,36.133,36.122,36.076,36.042,35.996,35.939,35.939,35.893,35.893,35.951,36.076,36.19,36.259,36.122,36.031,35.928,35.859,35.951,36.065,36.19,36.27,36.053,35.928,35.836,35.791,35.813,35.779,35.733,35.63,35.527,35.424,35.056,34.363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,35.068,35.389,35.619,35.825,36.008,36.133,36.167,36.179,36.179,36.167,36.122,36.122,36.11,36.122,36.088,36.053,36.019,35.996,35.951,35.916,35.951,36.11,36.179,36.179,36.088,36.008,35.939,35.893,36.099,36.281,36.327,36.202,35.973,35.882,35.836,35.836,35.871,35.893,35.813,35.63,35.699,35.596,35.504,35.447,34.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,35.332,35.378,35.63,35.825,35.825,36.008,36.122,36.179,36.202,36.19,36.179,36.167,36.145,36.145,36.11,36.076,36.031,35.962,35.916,35.905,35.973,36.167,36.236,36.179,36.088,36.042,35.985,35.973,36.316,36.429,36.384,36.156,36.156,36.008,35.916,35.871,35.893,35.916,35.939,35.871,35.871,35.813,35.688,35.447,35.378,34.56,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,34.675,35.309,35.389,35.55,35.676,35.825,36.008,36.088,36.156,36.19,36.19,36.19,36.19,36.167,36.167,36.145,36.099,36.042,35.951,35.882,35.882,35.985,36.236,36.338,36.259,36.145,36.327,36.259,36.213,36.6,36.577,36.509,36.361,36.156,36.031,35.951,35.905,35.951,35.951,35.951,35.928,36.065,35.985,35.825,35.665,35.63,35.344,34.756,34.952,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,35.114,35.275,35.435,35.665,35.745,35.848,35.985,36.088,36.156,36.19,36.19,36.202,36.19,36.179,36.202,36.167,36.122,36.042,36.053,35.951,35.882,35.859,36.031,36.316,36.463,36.418,36.588,36.577,36.588,36.6,36.759,36.543,36.338,36.179,36.065,35.996,35.962,36.053,36.065,36.076,36.076,36.202,36.065,35.882,35.756,35.756,35.756,35.756,35.63,35.412,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,35.229,35.298,35.516,35.768,35.825,35.893,35.996,36.122,36.167,36.19,36.202,36.247,36.247,36.224,36.259,36.224,36.179,36.133,36.042,35.951,35.871,35.859,36.099,36.384,36.566,36.588,36.691,36.736,36.793,36.838,36.815,36.577,36.35,36.179,36.167,36.088,36.042,36.213,36.259,36.293,36.293,36.327,36.156,35.985,35.859,35.768,35.791,35.836,35.779,35.63,35.068,0,0,0,0,0,0,0,0,0
0,0,0,0,0,35.206,35.309,35.378,35.619,35.848,35.848,35.882,35.951,36.088,36.156,36.19,36.224,36.316,36.327,36.293,36.259,36.236,36.179,36.133,36.042,35.939,35.893,35.916,36.213,36.441,36.6,36.657,36.623,36.691,36.793,36.895,36.861,36.634,36.634,36.429,36.463,36.35,36.224,36.418,36.441,36.452,36.429,36.202,35.951,35.802,35.756,35.768,35.791,35.825,35.779,35.768,35.401,0,0,0,0,0,0,0,0,0
0,0,0,0,0,34.166,35.332,35.435,35.527,35.825,35.928,35.939,35.985,36.11,36.179,36.224,36.27,36.361,36.361,36.338,36.293,36.247,36.179,36.122,36.042,35.973,35.962,36.042,36.338,36.463,36.543,36.543,36.452,36.509,36.611,36.77,36.895,36.883,36.713,36.566,36.611,36.554,36.452,36.418,36.691,36.6,36.418,36.019,35.779,35.676,35.71,35.779,35.791,35.813,35.813,35.825,35.539,0,0,0,0,0,0,0,0,0
0,0,0,0,0,34.664,35.424,35.539,35.653,35.893,35.973,35.973,36.019,36.167,36.236,36.27,36.316,36.361,36.372,36.35,36.304,36.247,36.179,36.179,36.11,36.053,36.042,36.088,36.202,36.395,36.441,36.452,36.316,36.372,36.532,36.725,36.815,36.849,36.725,36.634,36.691,36.725,36.713,36.702,36.713,36.532,36.281,36.019,35.676,35.642,35.722,35.756,35.756,35.768,35.802,35.836,35.848,35.539,0,0,0,0,0,0,0,0
0,0,0,0,0,35.056,35.516,35.607,35.722,35.893,35.985,36.008,36.076,36.27,36.327,36.327,36.327,36.361,36.384,36.384,36.361,36.316,36.247,36.179,36.099,36.099,36.145,36.224,36.316,36.372,36.372,36.338,36.167,36.224,36.384,36.6,36.657,36.747,36.657,36.623,36.691,36.77,36.815,36.804,36.702,36.532,36.304,36.065,35.733,35.665,35.665,35.699,35.71,35.756,35.813,35.882,35.871,35.527,0,0,0,0,0,0,0,0
0,0,0,0,0,35.378,35.562,35.642,35.642,35.745,35.848,35.951,36.042,36.156,36.304,36.372,36.361,36.395,36.418,36.407,36.372,36.304,36.224,36.156,36.099,36.167,36.247,36.316,36.35,36.281,36.247,36.202,36.167,36.065,36.179,36.395,36.407,36.407,36.554,36.566,36.554,36.623,36.691,36.759,36.623,36.384,36.133,35.893,35.71,35.722,35.722,35.699,35.733,35.802,35.871,35.951,35.882,35.458,0,0,0,0,0,0,0,0
