0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.183,23.112,23.118,22.965,23.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.189,23.205,23.205,23.167,23.118,22.998,23.025,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.287,23.336,23.401,23.287,23.27,23.019,22.932,22.932,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.401,23.428,23.401,23.281,23.287,23.156,23.074,23.019,22.992,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.434,23.401,23.325,23.357,23.357,23.276,23.183,23.134,23.107,23.08,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.575,23.526,23.347,23.477,23.401,23.319,23.298,23.167,23.14,23.08,23.036,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.825,23.646,23.526,23.537,23.401,23.455,23.515,23.303,23.292,23.134,23.047,23.025,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.036,23.83,23.515,23.499,23.537,23.521,23.559,23.396,23.27,23.167,23.134,23.129,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.079,23.83,23.689,23.646,23.51,23.521,23.559,23.417,23.488,23.347,23.243,23.085,23.085,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.009,23.841,23.727,23.759,23.564,23.564,23.597,23.559,23.526,23.466,23.412,23.303,23.123,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.289,24.057,23.873,23.759,23.814,23.846,23.646,23.646,23.472,23.472,23.493,23.341,23.243,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.154,24.127,24.127,23.819,23.868,23.862,23.879,23.803,23.602,23.64,23.618,23.347,23.374,22.62,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.322,24.198,24.268,24.095,24.09,24.052,23.83,23.83,23.808,23.727,23.618,23.646,23.39,23.069,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.322,24.36,24.403,24.106,24.208,24.052,24.073,24.057,23.927,23.987,23.651,23.591,23.591,23.287,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.494,24.44,24.467,24.419,24.381,24.23,24.133,24.133,23.976,23.982,23.927,23.944,23.797,23.221,22.538,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.752,24.763,24.467,24.483,24.51,24.354,24.311,24.203,24.181,24.181,24.052,23.976,23.797,23.689,23.205,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.94,24.951,24.677,24.736,24.532,24.5,24.397,24.138,24.187,24.16,24.079,24.041,23.862,23.532,23.532,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.004,24.919,24.747,24.715,24.532,24.43,24.381,24.43,24.23,24.16,24.181,24.046,23.965,24.03,22.921,0,0,0,0
