0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.413,24.478,24.478,24.386,24.397,24.375,24.456,24.391,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.429,24.494,24.559,24.413,24.386,24.532,24.532,24.461,24.494,24.391,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.424,24.488,24.483,24.391,24.38,24.461,24.494,24.586,24.526,24.564,24.515,24.478,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.667,24.451,24.499,24.467,24.591,24.602,24.623,24.656,24.688,24.613,24.564,24.515,24.564,24.472,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.515,24.623,24.413,24.537,24.532,24.559,24.715,24.737,24.672,24.726,24.72,24.553,24.505,24.591,24.591,24.478,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.753,24.72,24.548,24.618,24.694,24.677,24.645,24.747,24.715,24.812,24.618,24.801,24.688,24.623,24.526,24.569,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.801,24.672,24.694,24.548,24.817,24.613,24.769,24.737,24.791,24.898,24.769,24.887,24.737,24.694,24.64,24.677,24.683,24.553,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.812,24.672,24.758,24.78,24.742,24.85,24.963,24.866,24.817,24.898,24.925,24.957,24.683,24.699,24.731,24.796,24.726,24.553,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.817,24.823,24.871,24.904,24.85,24.855,24.893,24.855,24.925,24.882,24.936,24.807,24.694,24.925,24.866,24.839,24.823,24.817,24.699,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.898,24.834,24.898,24.99,24.914,24.952,24.947,24.893,24.963,24.92,24.93,24.834,24.887,24.817,24.807,24.764,24.677,24.855,24.769,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.887,24.925,25.054,25.102,24.979,24.877,24.925,25.065,24.909,24.947,24.904,24.984,24.801,24.85,24.904,24.844,24.807,24.65,24.834,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25.027,25.054,25.092,25.129,24.957,25.054,24.904,25.022,24.871,24.941,25.038,24.93,24.952,24.828,25.049,24.866,24.817,24.952,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.081,25.102,25.242,25.167,25.113,25.054,24.963,25.054,24.995,24.974,24.952,25.081,25.017,24.904,25.033,25.033,25.054,25.038,25.054,24.904,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.065,25.162,25.231,25.178,25.29,25.172,25.108,25.081,25,24.974,25.033,24.936,24.914,24.877,24.861,25.043,24.968,25.102,24.995,24.812,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.317,25.29,25.408,25.36,25.269,25.092,25.124,24.936,24.968,24.979,24.952,24.99,24.963,24.93,24.952,25.092,25.06,25.022,25.092,25.033,0,0,0
