0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.311,32.597,32.622,32.693,32.547,32.366,32.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.125,32.221,32.527,32.647,32.492,32.457,32.462,32.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.757,31.969,32.125,32.145,32.13,32.13,32.261,32.477,32.462,32.502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,31.311,31.433,31.767,31.878,31.878,32.075,32.211,32.15,32.145,32.216,32.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,31.154,31.321,31.509,31.711,31.853,31.928,31.923,31.984,32.226,32.256,32.412,32.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,31.037,31.23,31.321,31.296,31.473,31.686,31.762,31.812,32.044,32.165,32.165,32.286,32.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,31.012,30.996,31.088,31.357,31.24,31.276,31.56,31.524,31.757,31.787,31.868,32.13,32.346,32.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,30.507,30.991,30.951,31.078,31.271,31.332,31.519,31.565,31.782,31.848,32.085,32.115,32.381,32.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,30.767,30.951,30.961,31.281,31.215,31.397,31.529,31.524,31.827,31.792,31.979,32.195,32.376,32.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,30.553,30.813,30.986,31.113,31.159,31.271,31.286,31.529,31.529,31.661,31.802,31.959,32.019,32.291,32.487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,30.731,30.731,30.961,30.92,31.042,31.225,31.377,31.453,31.544,31.615,31.747,31.827,32.175,32.452,32.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,30.711,30.772,31.027,30.991,31.189,31.225,31.266,31.575,31.686,31.767,31.913,31.964,32.271,32.437,32.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,30.471,30.711,30.879,30.93,31.174,31.169,31.159,31.479,31.484,31.731,31.868,32.15,32.15,32.251,32.321,32.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,30.415,30.726,30.961,31.134,31.2,31.2,31.362,31.499,31.473,31.772,31.863,32.095,32.135,32.251,32.507,32.693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,30.456,30.737,30.925,30.92,31.179,31.21,31.382,31.742,31.656,31.812,32.1,32.125,32.366,32.397,32.693,32.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,30.604,30.869,30.951,31.195,31.271,31.377,31.504,31.802,31.878,31.979,32.1,32.306,32.452,32.642,32.647,32.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,29.913,30.604,30.93,31.169,31.286,31.59,31.514,31.6,31.827,31.827,32.064,32.049,32.397,32.547,32.507,32.632,32.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,30.466,30.813,31.022,31.169,31.311,31.544,31.671,31.726,31.959,32.014,32.16,32.216,32.392,32.567,32.582,32.713,32.913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,29.933,30.793,31.108,31.352,31.301,31.742,31.843,31.898,31.959,32.175,32.281,32.356,32.437,32.512,32.652,32.642,32.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,30.737,31.047,31.468,31.656,31.575,32.009,32.115,32.12,31.964,32.266,32.417,32.417,32.417,32.507,32.637,32.632,32.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,31.067,31.367,31.605,31.787,31.817,31.913,32.095,32.12,32.155,32.376,32.311,32.371,32.567,32.492,32.442,32.537,32.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,31.144,31.489,31.762,31.878,31.903,31.913,32.16,32.356,32.261,32.261,32.341,32.422,32.497,32.572,32.612,32.612,32.738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,30.803,31.468,31.691,31.873,31.812,31.928,32.08,32.085,32.301,32.306,32.376,32.341,32.397,32.497,32.507,32.507,32.647,32.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,31.408,31.696,31.757,31.873,32.024,32.049,32.09,32.16,32.16,32.301,32.271,32.316,32.376,32.361,32.376,32.552,32.572,32.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,31.661,31.737,31.737,31.802,31.944,32.085,32.019,32.075,32.2,32.11,32.291,32.276,32.19,32.286,32.281,32.482,32.386,32.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,31.524,31.681,31.838,31.838,32.019,32.009,32.014,32.014,32.125,32.185,32.291,32.221,32.266,32.356,32.351,32.336,32.432,32.427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
