0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,23.653,23.757,23.74,23.757,23.871,23.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,23.708,23.789,23.795,23.735,23.795,23.691,23.702,23.903,23.92,23.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,23.702,23.713,23.898,23.974,23.719,23.876,23.822,23.898,23.865,23.882,23.882,23.876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,23.719,23.659,23.822,23.74,23.724,23.789,23.724,23.778,23.757,23.865,23.789,23.789,23.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,23.473,23.746,23.719,23.871,23.8,23.686,23.833,23.762,23.844,23.762,23.729,23.767,23.746,23.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,23.582,23.746,23.746,23.729,23.778,23.746,23.757,23.729,23.713,23.713,23.713,23.686,23.724,23.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,23.626,23.762,23.8,23.719,23.789,23.806,23.751,23.762,23.664,23.719,23.757,23.697,23.724,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,23.604,23.642,23.724,23.719,23.702,23.729,23.751,23.882,23.729,23.735,23.648,23.637,23.61,23.637,23.561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,23.621,23.691,23.697,23.751,23.8,23.8,23.719,23.686,23.686,23.621,23.593,23.604,23.566,23.577,23.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,23.61,23.691,23.582,23.811,23.757,23.762,23.778,23.729,23.615,23.561,23.555,23.533,23.659,23.528,23.506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,23.604,23.664,23.566,23.757,23.729,23.648,23.767,23.697,23.68,23.561,23.512,23.593,23.468,23.522,23.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,23.67,23.686,23.653,23.626,23.795,23.795,23.729,23.702,23.68,23.484,23.637,23.495,23.528,23.528,23.408,23.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,23.719,23.686,23.697,23.621,23.675,23.659,23.653,23.61,23.621,23.61,23.631,23.49,23.533,23.408,23.462,23.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,23.599,23.664,23.713,23.593,23.708,23.588,23.593,23.615,23.697,23.588,23.528,23.375,23.326,23.419,23.364,23.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,23.664,23.74,23.659,23.653,23.599,23.664,23.561,23.61,23.522,23.479,23.386,23.342,23.386,23.435,23.348,23.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,23.473,23.637,23.697,23.675,23.637,23.637,23.604,23.599,23.392,23.446,23.31,23.37,23.233,23.353,23.331,23.299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,23.484,23.686,23.599,23.599,23.637,23.571,23.626,23.648,23.43,23.43,23.37,23.435,23.413,23.282,23.337,23.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,23.419,23.582,23.631,23.767,23.621,23.637,23.577,23.566,23.501,23.479,23.348,23.37,23.331,23.282,23.326,23.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
