0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.086,29.628,30.062,30.243,30.291,30.231,30.279,30.243,30.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.74,30.014,30.351,30.399,30.315,30.207,30.207,30.291,30.291,30.291,30.303,30.074,29.954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.676,30.327,30.351,30.351,30.255,30.207,30.267,30.207,30.195,30.219,30.267,30.303,30.267,30.11,29.773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.373,30.086,30.303,30.291,30.231,30.207,30.207,30.231,30.315,30.291,30.267,30.267,30.315,30.303,30.303,30.339,30.363,29.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,29.191,29.905,30.183,30.219,30.267,30.243,30.267,30.315,30.363,30.399,30.339,30.351,30.375,30.411,30.399,30.399,30.411,30.399,30.399,30.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,29.567,29.93,30.086,30.171,30.315,30.303,30.351,30.387,30.423,30.399,30.423,30.447,30.483,30.495,30.435,30.411,30.351,30.375,30.447,29.797,28.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,29.724,29.905,30.026,30.147,30.315,30.399,30.423,30.435,30.483,30.459,30.495,30.531,30.567,30.567,30.459,30.423,30.387,30.411,30.435,30.303,29.966,29.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,29.337,29.7,29.833,30.026,30.123,30.267,30.267,30.423,30.459,30.495,30.543,30.519,30.567,30.603,30.627,30.627,30.519,30.471,30.435,30.459,30.471,30.495,30.495,30.495,29.215,29.506,30.339,30.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,29.409,29.555,29.833,29.966,30.11,30.267,30.399,30.483,30.555,30.603,30.651,30.639,30.663,30.663,30.663,30.627,30.603,30.555,30.495,30.531,30.531,30.627,30.735,30.903,30.495,30.567,30.675,30.687,30.651,30.459,30.267,30.183,30.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,29.409,29.482,29.628,29.845,30.074,30.315,30.459,30.495,30.579,30.627,30.675,30.687,30.699,30.687,30.663,30.639,30.603,30.555,30.591,30.711,30.747,30.855,30.986,30.986,31.058,30.986,30.687,30.471,30.579,30.435,30.279,30.147,30.05,29.761,29.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,28.85,29.373,29.506,29.555,29.785,30.038,30.267,30.423,30.519,30.567,30.615,30.663,30.711,30.711,30.699,30.675,30.639,30.615,30.603,30.651,30.711,30.819,30.903,30.986,31.046,30.998,30.735,30.531,30.423,30.303,30.171,30.026,30.026,30.05,29.93,29.7,29.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,28.875,29.288,29.458,29.579,29.797,29.797,29.978,30.135,30.423,30.507,30.555,30.591,30.639,30.699,30.711,30.711,30.699,30.651,30.651,30.651,30.687,30.747,30.831,30.915,31.01,31.094,30.974,30.783,30.615,30.483,30.327,30.231,30.11,29.99,29.869,29.93,29.893,29.591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,28.862,29.179,29.337,29.446,29.724,29.881,30.026,30.195,30.447,30.531,30.567,30.615,30.687,30.723,30.723,30.723,30.711,30.699,30.699,30.711,30.723,30.747,30.843,30.95,31.07,31.165,31.046,30.867,30.699,30.567,30.387,30.291,30.195,30.098,29.954,29.978,29.966,29.845,28.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,28.826,29.057,29.24,29.373,29.591,29.761,29.966,30.147,30.363,30.471,30.507,30.567,30.651,30.735,30.735,30.711,30.675,30.711,30.723,30.735,30.747,30.843,30.843,30.998,31.153,31.165,31.118,30.939,30.771,30.651,30.459,30.363,30.279,30.207,30.038,30.002,29.966,29.93,29.47,0,28.936,29.385,29.615,29.579,29.506,29.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,28.801,28.972,29.179,29.361,29.519,29.7,29.905,30.062,30.279,30.375,30.435,30.495,30.651,30.699,30.711,30.699,30.675,30.675,30.711,30.735,30.747,30.819,30.962,31.142,31.297,31.201,31.01,30.843,30.735,30.615,30.435,30.435,30.351,30.279,30.135,30.074,30.05,30.062,30.002,30.123,30.05,29.785,29.543,29.531,29.434,29.385,29.3,28.862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,28.789,28.923,29.118,29.312,29.312,29.543,29.688,29.833,29.966,30.195,30.279,30.363,30.447,30.579,30.627,30.651,30.675,30.687,30.675,30.699,30.723,30.735,30.783,30.855,31.046,31.297,31.261,31.07,30.891,30.771,30.651,30.507,30.411,30.339,30.291,30.171,30.159,30.183,30.279,30.327,30.327,30.231,29.893,29.543,29.385,29.3,29.276,29.24,29.155,28.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,28.789,28.899,29.045,29.227,29.434,29.652,29.748,29.857,30.002,30.207,30.303,30.399,30.399,30.531,30.591,30.615,30.639,30.687,30.699,30.699,30.699,30.687,30.735,30.771,30.986,31.32,31.32,31.118,30.915,30.771,30.651,30.543,30.459,30.387,30.339,30.255,30.267,30.315,30.375,30.363,30.243,29.954,29.712,29.47,29.385,29.325,29.288,29.24,29.264,29.264,29.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,28.728,28.838,28.996,29.179,29.434,29.579,29.676,29.773,29.893,30.123,30.231,30.339,30.435,30.579,30.615,30.627,30.639,30.687,30.687,30.687,30.675,30.675,30.687,30.735,30.986,31.356,31.404,31.201,30.974,30.807,30.651,30.567,30.495,30.435,30.387,30.327,30.375,30.459,30.507,30.411,30.291,30.038,29.833,29.579,29.47,29.373,29.3,29.252,29.276,29.312,29.179,28.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,28.643,28.765,28.96,29.167,29.385,29.531,29.615,29.7,29.821,30.014,30.147,30.243,30.327,30.519,30.591,30.627,30.651,30.663,30.675,30.675,30.663,30.663,30.711,30.962,31.344,31.535,31.32,31.106,30.915,30.915,30.699,30.627,30.567,30.495,30.387,30.375,30.459,30.615,30.663,30.483,30.327,30.062,29.869,29.688,29.543,29.409,29.312,29.252,29.24,29.24,29.312,29.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,28.631,28.74,28.74,28.96,29.167,29.373,29.519,29.579,29.676,29.821,29.942,30.074,30.183,30.279,30.423,30.555,30.639,30.687,30.663,30.675,30.675,30.675,30.663,30.699,30.927,31.297,31.546,31.463,31.285,31.082,30.927,30.735,30.663,30.591,30.543,30.447,30.543,30.711,30.759,30.759,30.579,30.351,30.05,29.845,29.748,29.615,29.47,29.361,29.264,29.252,29.288,29.349,29.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,28.618,28.777,28.996,29.179,29.337,29.494,29.591,29.688,29.821,29.918,29.918,30.026,30.159,30.303,30.387,30.531,30.651,30.735,30.711,30.699,30.687,30.675,30.675,30.711,30.95,31.332,31.582,31.594,31.499,31.273,31.07,30.843,30.783,30.723,30.675,30.531,30.615,30.747,30.783,30.699,30.411,30.074,29.869,29.809,29.676,29.543,29.458,29.458,29.312,29.3,29.325,29.373,29.373,29.167,28.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,28.582,28.789,29.021,29.191,29.337,29.482,29.615,29.736,29.869,29.93,30.026,30.159,30.315,30.459,30.531,30.651,30.759,30.819,30.747,30.747,30.723,30.699,30.687,30.771,31.034,31.416,31.582,31.63,31.535,31.332,31.118,30.939,30.855,30.807,30.771,30.651,30.687,30.759,30.795,30.699,30.483,30.195,29.978,29.881,29.736,29.628,29.555,29.519,29.385,29.361,29.422,29.567,29.579,29.748,29.748,29.567,29.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,28.349,28.606,28.765,29.021,29.215,29.349,29.47,29.628,29.773,29.893,29.978,30.074,30.171,30.291,30.459,30.579,30.699,30.807,30.867,30.807,30.771,30.747,30.843,30.903,31.142,31.404,31.428,31.511,31.368,31.368,31.213,31.01,30.927,30.783,30.675,30.579,30.723,30.711,30.711,30.759,30.771,30.615,30.375,30.183,30.038,29.809,29.724,29.664,29.628,29.482,29.458,29.543,29.724,29.736,29.893,29.833,29.567,29.409,29.361,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,28.496,28.606,28.789,29.033,29.215,29.349,29.482,29.628,29.761,29.881,30.002,30.11,30.219,30.315,30.459,30.639,30.771,30.855,30.891,30.879,30.855,30.843,30.95,31.058,31.213,31.249,31.07,31.189,30.986,30.831,30.651,30.423,30.531,30.303,30.123,30.014,30.471,30.471,30.471,30.531,30.807,30.747,30.579,30.387,30.038,29.93,29.845,29.773,29.724,29.603,29.615,29.724,29.905,29.857,29.869,29.712,29.422,29.409,29.349,29.155,28.74,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,28.875,28.862,29.069,29.227,29.349,29.482,29.628,29.761,29.881,29.881,30.014,30.135,30.255,30.351,30.459,30.639,30.747,30.795,30.807,30.915,30.939,30.962,31.01,31.118,31.13,30.927,30.615,30.723,30.447,30.291,30.135,30.423,30.159,29.893,29.688,29.579,29.99,30.038,30.123,30.231,30.639,30.531,30.399,30.255,30.086,29.978,29.978,29.881,29.809,29.724,29.785,29.905,30.026,29.966,29.869,29.676,29.446,29.227,29.167,29.227,29.3,29.215,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,28.789,29.009,28.984,29.155,29.288,29.409,29.482,29.628,29.761,29.893,29.966,30.098,30.207,30.315,30.399,30.555,30.615,30.627,30.627,30.807,30.819,30.891,30.998,30.986,31.046,30.867,30.483,30.135,30.267,30.026,29.905,29.773,29.942,29.724,29.519,29.361,29.276,29.567,29.628,29.7,29.773,30.279,30.243,30.183,30.098,30.135,30.026,29.93,29.857,29.893,29.942,30.038,30.074,29.966,29.797,29.797,29.591,29.422,29.276,29.191,29.215,29.288,29.215,28.753,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,28.899,29.118,29.118,29.276,29.409,29.531,29.531,29.664,29.785,29.893,29.942,30.014,30.098,30.219,30.303,30.447,30.471,30.459,30.447,30.591,30.723,30.915,30.843,30.483,30.519,30.098,29.797,29.797,29.893,29.773,29.736,29.615,29.591,29.409,29.252,29.142,29.069,29.264,29.3,29.325,29.325,29.821,29.845,29.845,29.833,30.026,29.978,29.905,29.845,29.893,30.026,30.11,30.086,29.93,29.724,29.506,29.361,29.288,29.227,29.203,29.227,29.337,29.276,28.435,28.435,0,0,0,0,0,0,0,0,0
