0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.297,29.405,29.143,29.133,28.988,28.828,28.73,28.404,28.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.703,29.493,29.272,29.267,29.169,28.87,28.968,28.678,28.497,28.378,28.092,27.529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.672,29.785,29.513,29.529,29.328,29.117,29.014,28.937,28.782,28.482,28.368,28.368,28.144,27.998,27.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.677,29.77,29.857,29.677,29.534,29.334,29.153,29.019,28.808,28.585,28.445,28.155,28.082,27.91,27.748,27.534,25.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,29.775,29.893,29.872,29.836,29.765,29.652,29.513,29.267,29.055,28.875,28.678,28.378,28.149,28.009,27.832,27.743,27.722,26.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,29.498,29.713,29.816,29.867,29.744,29.785,29.657,29.493,29.39,29.04,28.973,28.59,28.29,28.181,28.04,27.972,27.764,27.686,27.304,26.266,26.488,26.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,29.447,29.657,29.729,29.852,29.785,29.862,29.841,29.672,29.554,29.534,29.066,28.813,28.575,28.368,28.243,27.972,27.795,27.712,27.795,27.628,27.257,26.92,26.451,25.927,25.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,28.963,29.467,29.785,29.847,29.893,29.923,29.969,29.816,29.826,29.744,29.575,29.236,29.076,28.792,28.492,28.207,27.978,27.8,27.806,27.707,27.707,27.67,27.178,26.641,26.107,26.086,25.895,25.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,29.354,29.642,29.847,29.816,29.98,30.005,29.939,29.969,30.005,29.821,29.667,29.488,29.22,29.066,28.797,28.476,28.155,28.056,27.8,27.727,27.612,27.733,27.701,27.309,26.936,26.467,26.356,26.06,25.953,25.922,25.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
