0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.169,25.512,25.601,25.595,25.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,25.493,25.981,26.013,26.038,26.146,26.171,26.102,25.823,25.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,25.677,26.102,25.988,25.937,26.114,26.228,26.127,26.19,26.184,25.95,25.633,25.551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,25.69,25.874,25.918,26.007,26.007,26.007,26.089,26.146,26.045,26.127,26.007,25.792,25.754,25.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,25.373,25.849,25.754,25.823,25.88,25.937,25.83,26.114,26.14,26.121,26.127,26.102,26,25.792,25.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,25.239,25.855,25.766,25.83,25.823,25.76,25.811,25.83,25.981,25.981,25.836,26.158,26.019,25.988,25.855,25.57,25.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,24.888,25.385,25.531,25.735,25.563,25.703,25.589,25.601,25.595,25.861,25.735,26,25.906,26,26.032,25.963,25.639,25.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,25.226,25.449,25.627,25.531,25.487,25.462,25.538,25.531,25.531,25.544,25.696,25.912,25.861,25.918,25.988,25.906,25.563,25.309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,24.862,25.258,25.232,25.589,25.296,25.201,25.252,25.373,25.309,25.353,25.36,25.493,25.798,25.798,25.893,25.887,25.836,25.639,25.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
