0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.482,24.635,24.749,24.8,24.85,24.863,24.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.939,25.027,25.027,25.04,25.065,25.103,25.116,25.129,25.179,24.812,24.673,0,0,0,0,0,0,0,24.812,24.825,24.8,24.749,24.698,24.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,24.939,25.065,25.078,25.078,25.116,25.166,25.217,25.255,25.255,25.255,25.267,25.204,25.065,24.724,0,0,0,25.091,25.015,24.939,24.901,24.85,24.8,24.762,24.762,24.774,24.762,24.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,25.179,25.179,25.103,25.091,25.103,25.154,25.217,25.267,25.305,25.305,25.28,25.242,25.267,25.255,25.141,24.99,25.002,25.154,25.217,25.141,25.04,24.964,24.914,24.888,24.863,24.85,24.85,24.838,24.774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,24.939,25.192,25.192,25.166,25.179,25.204,25.242,25.28,25.305,25.318,25.318,25.293,25.28,25.255,25.318,25.356,25.368,25.356,25.343,25.305,25.217,25.129,25.027,24.977,24.952,24.914,24.888,24.863,24.838,24.838,24.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,24.977,25.116,25.141,25.179,25.204,25.23,25.267,25.293,25.318,25.33,25.318,25.305,25.318,25.343,25.293,25.356,25.406,25.444,25.469,25.482,25.419,25.318,25.217,25.129,25.053,25.002,24.952,24.888,24.863,24.863,24.863,24.787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,25.129,25.166,25.154,25.192,25.217,25.242,25.28,25.318,25.356,25.356,25.343,25.318,25.356,25.431,25.368,25.393,25.431,25.482,25.532,25.557,25.519,25.406,25.305,25.204,25.129,25.078,25.027,24.977,24.952,24.939,24.85,24.66,24.292,0,0,24.787,25.368,25.645,25.821,25.858,25.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,24.888,25.179,25.192,25.192,25.217,25.255,25.28,25.318,25.356,25.381,25.393,25.381,25.356,25.393,25.482,25.456,25.456,25.469,25.519,25.582,25.62,25.595,25.507,25.393,25.293,25.217,25.192,25.166,25.141,25.116,25.065,24.838,24.508,24.533,24.914,25.255,25.469,25.607,25.695,25.783,25.871,25.808,25.519,24.749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,25.04,25.242,25.255,25.242,25.267,25.305,25.343,25.381,25.406,25.431,25.431,25.419,25.406,25.431,25.507,25.519,25.507,25.507,25.557,25.632,25.695,25.683,25.595,25.494,25.393,25.33,25.305,25.293,25.267,25.204,25.103,24.876,24.647,24.901,25.544,25.884,25.821,25.72,25.67,25.708,25.796,25.858,25.783,25.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,25.192,25.318,25.305,25.293,25.33,25.368,25.419,25.456,25.469,25.469,25.469,25.456,25.444,25.469,25.532,25.544,25.544,25.557,25.607,25.683,25.783,25.783,25.695,25.607,25.544,25.482,25.444,25.406,25.356,25.242,25.065,25.002,25.078,25.343,25.708,25.896,25.884,25.821,25.771,25.771,25.821,25.884,25.871,25.595,25.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,25.116,25.356,25.393,25.356,25.33,25.381,25.431,25.482,25.519,25.532,25.519,25.494,25.469,25.482,25.507,25.57,25.57,25.582,25.62,25.695,25.796,25.909,25.921,25.846,25.771,25.72,25.658,25.582,25.532,25.494,25.343,25.129,25.154,25.431,25.67,25.796,25.858,25.884,25.884,25.846,25.833,25.833,25.858,25.858,25.758,25.444,24.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,25.267,25.419,25.431,25.393,25.393,25.456,25.507,25.557,25.582,25.595,25.582,25.557,25.544,25.557,25.595,25.645,25.607,25.632,25.708,25.808,25.934,26.046,26.071,26.034,25.971,25.909,25.833,25.733,25.683,25.658,25.507,25.293,25.33,25.632,25.846,25.896,25.921,25.921,25.909,25.909,25.884,25.833,25.821,25.821,25.771,25.62,25.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,25.33,25.419,25.431,25.444,25.469,25.544,25.595,25.632,25.645,25.658,25.658,25.645,25.658,25.683,25.708,25.746,25.683,25.72,25.796,25.896,26.021,26.146,26.209,26.184,26.146,26.084,25.984,25.871,25.808,25.783,25.62,25.381,25.431,25.758,25.959,25.984,25.971,25.959,25.946,25.934,25.909,25.884,25.858,25.846,25.808,25.746,25.607,25.406,25.204,25.002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,25.141,25.381,25.431,25.456,25.507,25.557,25.62,25.658,25.67,25.683,25.708,25.733,25.746,25.746,25.746,25.783,25.833,25.783,25.821,25.871,25.946,26.059,26.209,26.309,26.321,26.296,26.246,26.146,26.021,25.921,25.858,25.658,25.406,25.469,25.833,26.046,26.034,26.009,26.021,25.984,25.946,25.934,25.984,25.984,25.934,25.896,25.858,25.796,25.695,25.557,25.381,25.23,25.065,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,25.242,25.431,25.494,25.532,25.582,25.632,25.695,25.708,25.695,25.708,25.771,25.808,25.821,25.808,25.771,25.808,25.896,25.871,25.909,25.946,26.009,26.134,26.296,26.421,26.471,26.484,26.459,26.384,26.271,26.121,25.934,25.695,25.482,25.557,25.884,26.084,26.096,26.084,26.071,26.046,25.996,25.996,26.034,26.046,26.009,25.959,25.896,25.833,25.746,25.632,25.494,25.419,25.368,25.217,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,25.356,25.494,25.557,25.595,25.645,25.695,25.733,25.758,25.758,25.783,25.821,25.858,25.884,25.871,25.833,25.858,25.946,25.946,25.959,26.009,26.109,26.246,26.409,26.558,26.67,26.72,26.708,26.683,26.608,26.384,26.021,25.758,25.645,25.72,25.934,26.109,26.171,26.171,26.134,26.109,26.096,26.084,26.046,26.046,26.046,25.996,25.871,25.746,25.645,25.557,25.456,25.393,25.33,25.318,25.23,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,25.217,25.494,25.582,25.632,25.67,25.708,25.733,25.771,25.821,25.884,25.884,25.858,25.871,25.934,25.959,25.934,25.959,26.009,26.009,26.021,26.084,26.196,26.359,26.558,26.733,26.844,26.894,26.894,26.907,26.894,26.621,26.109,25.783,25.72,25.833,26.046,26.196,26.246,26.234,26.209,26.184,26.196,26.184,26.146,26.109,26.059,25.959,25.796,25.658,25.544,25.469,25.406,25.33,25.267,25.33,25.368,0,0,0,0,0,0,0,0,0
