0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.499,31.535,31.523,31.487,31.38,31.201,31.261,31.249,30.891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.368,31.558,31.535,31.487,31.428,31.344,31.261,31.225,31.225,31.165,30.915,30.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,31.535,31.558,31.653,31.653,31.606,31.523,31.416,31.32,31.165,31.118,31.118,31.213,31.273,30.807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,31.57,31.594,31.594,31.701,31.701,31.63,31.511,31.368,31.249,31.118,31.082,31.094,31.177,31.249,31.058,30.483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,31.665,31.665,31.642,31.642,31.784,31.725,31.618,31.475,31.32,31.201,31.118,31.082,31.094,31.118,31.142,31.13,30.915,30.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,31.642,31.796,31.82,31.796,31.772,31.82,31.713,31.582,31.428,31.297,31.189,31.118,31.118,31.094,31.07,31.058,31.13,31.082,30.135,0,0,0,0,29.761,30.423,30.387,30.219,29.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,31.677,31.76,31.879,31.926,31.926,31.879,31.831,31.689,31.546,31.416,31.308,31.225,31.165,31.13,31.082,31.058,31.058,31.106,31.046,30.147,29.082,28.911,29.64,30.207,30.363,30.591,30.615,30.579,30.423,30.014,29.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,31.903,31.938,31.974,31.997,32.009,31.95,31.867,31.725,31.558,31.404,31.297,31.213,31.165,31.094,31.07,31.094,31.13,31.094,30.879,30.159,29.64,29.724,30.363,30.699,30.639,30.591,30.651,30.627,30.579,30.471,30.315,30.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,31.76,32.033,32.045,32.033,32.021,32.033,31.985,31.926,31.808,31.618,31.428,31.261,31.165,31.13,31.142,31.118,31.106,31.142,31.189,31.046,30.555,30.267,30.231,30.363,30.603,30.723,30.687,30.663,30.615,30.543,30.471,30.435,30.315,29.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,31.914,32.056,32.104,32.092,32.056,32.033,32.009,31.997,31.938,31.808,31.63,31.439,31.285,31.177,31.237,31.201,31.177,31.201,31.237,31.01,30.639,30.495,30.687,30.783,30.723,30.687,30.675,30.675,30.627,30.567,30.507,30.459,30.315,29.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,31.523,31.914,32.08,32.104,32.092,32.068,32.045,32.021,32.009,31.891,31.748,31.594,31.463,31.344,31.273,31.344,31.32,31.285,31.308,31.332,31.082,30.927,30.831,30.986,30.998,30.819,30.711,30.687,30.699,30.639,30.579,30.495,30.423,30.279,29.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,31.653,31.962,32.033,32.068,32.068,32.068,32.08,32.08,32.009,31.891,31.76,31.63,31.523,31.428,31.368,31.451,31.451,31.439,31.463,31.475,31.273,31.189,31.13,31.189,31.106,30.903,30.771,30.735,30.747,30.663,30.555,30.435,30.375,30.267,29.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,31.63,31.903,32.021,32.068,32.08,32.092,32.092,32.092,32.021,31.938,31.855,31.737,31.618,31.511,31.451,31.582,31.594,31.606,31.594,31.523,31.38,31.368,31.368,31.32,31.189,31.01,30.879,30.819,30.747,30.639,30.519,30.399,30.339,30.255,29.966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,31.511,31.677,31.903,32.056,32.104,32.127,32.127,32.104,32.056,32.009,31.962,31.903,31.843,31.76,31.653,31.594,31.725,31.737,31.772,31.689,31.487,31.38,31.368,31.535,31.404,31.237,31.082,30.962,30.855,30.723,30.591,30.483,30.399,30.351,30.351,30.291,30.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,31.713,31.82,31.974,32.092,32.127,32.151,32.139,32.116,32.068,32.021,31.974,31.926,31.938,31.914,31.855,31.784,31.891,31.903,31.95,31.784,31.451,31.356,31.356,31.606,31.665,31.475,31.285,31.153,31.022,30.95,30.783,30.627,30.495,30.411,30.351,30.291,30.243,30.014,29.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
