0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.445,24.386,24.456,24.483,24.478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.542,24.591,24.542,24.397,24.51,24.65,24.591,24.602,24.564,24.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.969,24.082,23.963,24.126,23.963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,24.575,24.65,24.602,24.586,24.553,24.537,24.683,24.607,24.602,24.747,24.672,24.78,24.715,0,0,0,0,0,0,0,0,0,0,0,24.196,24.18,23.947,24.082,24.142,24.11,24.131,24.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,24.834,24.629,24.704,24.602,24.71,24.532,24.613,24.817,24.758,24.694,24.807,24.715,24.925,24.71,24.667,0,0,0,0,0,0,0,0,0,24.364,24.191,24.213,24.082,24.175,24.175,24.055,24.153,24.126,24.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,24.774,25.011,24.93,24.968,24.753,24.909,24.785,24.769,24.801,24.774,24.957,24.904,24.898,25.011,24.963,24.995,25.017,0,0,0,0,0,0,0,24.326,24.348,24.359,24.299,24.332,24.213,24.278,24.315,24.261,24.278,24.267,24.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,24.342,24.774,25.194,25.07,24.904,24.904,24.893,24.936,24.882,24.909,24.893,25.027,25.113,25.006,25.038,25.038,25.06,25.204,24.871,0,0,0,0,0,24.618,24.559,24.569,24.478,24.407,24.467,24.397,24.456,24.51,24.467,24.31,24.391,24.326,24.348,24.337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,24.386,25.006,25.054,25.156,25.151,25.027,25.113,25.129,24.952,24.898,25.043,25.038,25.043,25.151,25.113,25.242,25.263,25.231,25.296,25.097,24.321,0,0,0,24.515,24.801,24.72,24.672,24.613,24.613,24.548,24.488,24.607,24.607,24.559,24.44,24.602,24.472,24.391,24.38,24.305,24.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,25.092,25.038,25.113,25.151,25.301,25.172,25.102,25.258,25.011,25.156,25.092,25.097,25.204,25.178,25.21,25.301,25.237,25.365,25.414,25.274,24.58,0,0,0,24.764,24.984,24.925,24.817,24.742,24.731,24.672,24.602,24.596,24.618,24.596,24.72,24.494,24.532,24.553,24.521,24.278,24.337,24.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,25.129,25.306,25.333,25.263,25.28,25.226,25.344,25.124,25.221,25.204,25.124,25.086,25.194,25.226,25.296,25.339,25.274,25.408,25.371,25.456,25.247,24.92,0,0,24.25,25.06,25.156,25.038,24.887,24.893,24.861,24.737,24.731,24.893,24.99,24.834,24.882,24.882,24.817,24.715,24.65,24.326,24.305,24.039,24.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
