0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,22.41,22.751,22.861,22.937,22.773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,22.299,22.657,22.734,22.8,22.855,22.828,22.861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,22.767,22.872,22.767,22.839,22.839,22.844,22.762,22.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,22.646,22.833,22.839,22.872,22.905,22.811,22.877,22.861,22.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,22.338,22.817,22.877,22.959,22.894,22.97,22.861,22.954,22.894,22.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,21.63,22.685,22.921,22.943,22.948,22.959,22.932,23.014,23.047,23.025,22.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,22.514,23.069,22.97,22.959,22.976,22.921,22.981,22.937,23.052,22.998,22.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,21.774,22.921,23.096,23.009,23.047,22.948,22.976,23.074,23.014,23.042,23.08,23.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,22.47,23.124,23.206,23.047,22.97,23.047,22.998,23.031,23.047,23.042,22.981,23.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,21.608,22.959,23.058,23.178,23.102,22.998,23.129,23.02,23.009,23.135,23.107,23.052,23.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,22.635,23.118,23.228,23.178,23.206,23.091,23.107,23.184,23.129,23.058,23.036,23.129,23.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,21.707,22.937,23.167,23.293,23.266,23.233,23.184,23.195,23.107,23.228,23.162,23.08,23.211,22.987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,22.63,23.2,23.228,23.299,23.222,23.299,23.277,23.315,23.156,23.222,23.217,23.025,23.031,23.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,23.02,23.233,23.222,23.49,23.413,23.446,23.331,23.348,23.375,23.299,23.282,23.26,23.042,23.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,22.128,23.156,23.413,23.271,23.468,23.484,23.484,23.495,23.419,23.353,23.321,23.184,23.091,23.096,22.959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,22.652,23.233,23.266,23.468,23.468,23.419,23.408,23.446,23.43,23.266,23.293,23.217,23.042,23.058,23.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,22.877,23.331,23.353,23.441,23.473,23.479,23.566,23.479,23.375,23.31,23.239,23.178,23.058,23.02,23.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,22.811,23.293,23.512,23.659,23.615,23.659,23.539,23.512,23.424,23.37,23.156,23.156,23.052,23.058,23.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,23.124,23.484,23.457,23.637,23.691,23.648,23.659,23.675,23.49,23.408,23.244,23.162,22.987,23.113,23.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,23.304,23.522,23.555,23.68,23.773,23.898,23.849,23.811,23.599,23.522,23.446,23.37,23.31,23.31,23.392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,23.02,23.55,23.719,23.833,23.898,23.996,23.941,24.05,23.849,23.621,23.757,23.631,23.626,23.582,23.757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,23.321,23.969,23.931,23.931,24.126,24.294,24.283,24.066,24.25,24.05,23.99,24.072,24.039,24.039,24.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,22.883,23.931,24.072,24.337,24.413,24.613,24.607,24.694,24.613,24.564,24.623,24.65,24.505,24.553,24.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,22.965,24.24,24.272,24.488,24.694,24.791,24.904,25.081,25.119,25.086,25.188,25.011,25.065,25.065,25.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,23.009,24.272,24.521,24.839,24.882,24.93,25.081,25.156,25.28,25.419,25.392,25.553,25.724,25.772,25.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,23.599,24.661,24.618,24.791,25.011,25.221,25.156,25.387,25.521,25.51,25.804,26.028,26.139,26.283,25.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,23.865,24.747,24.866,25.129,25.124,25.392,25.494,25.67,25.66,25.873,26.182,26.405,26.659,26.86,25.531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,24.521,25.102,25.108,25.371,25.414,25.526,25.788,25.846,26.161,26.293,26.537,26.781,27.156,27.403,26.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,24.672,25.312,25.392,25.681,25.756,25.82,25.942,26.171,26.299,26.362,26.41,26.633,26.638,26.654,26.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
