0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.397,23.402,23.424,23.178,23.233,22.806,22.558,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.719,23.599,23.522,23.631,23.441,23.058,23.162,23.085,22.883,22.564,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.202,24.115,23.914,23.887,23.773,23.686,23.637,23.566,23.348,23.277,23.118,23.031,22.674,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.222,22.222,22.217,22.211,22.184,22.062,21.824,0,0,0,0,0,0,0,0,0,24.31,24.337,24.25,24.082,23.996,23.909,23.833,23.708,23.604,23.571,23.364,23.331,23.167,23.014,22.668,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.15,22.542,22.641,22.58,22.597,22.69,22.69,22.756,22.553,22.454,0,0,0,0,0,0,0,24.656,24.656,24.505,24.261,24.245,24.153,23.996,23.931,23.979,23.74,23.686,23.555,23.419,23.392,23.26,22.97,22.685,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.101,22.476,22.624,22.613,22.608,22.591,22.74,22.712,22.811,22.877,22.822,22.575,0,0,0,0,0,24.375,24.72,24.683,24.553,24.353,24.359,24.299,24.028,24.072,23.979,23.903,23.691,23.642,23.555,23.392,23.37,23.342,22.954,22.454,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.244,22.586,22.52,22.646,22.613,22.542,22.69,22.668,22.833,22.85,23.063,23.08,23.036,22.646,0,0,0,0,24.769,24.898,24.72,24.699,24.521,24.391,24.337,24.294,24.061,23.963,23.963,23.854,23.713,23.697,23.588,23.55,23.473,23.239,22.97,22.184,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.139,22.498,22.646,22.723,22.569,22.586,22.701,22.756,22.894,22.883,22.965,23.031,23.293,23.342,23.211,22.63,21.558,21.524,23.517,24.974,25.049,25.092,24.866,24.78,24.548,24.407,24.31,24.353,24.321,24.082,24.072,23.822,23.893,23.577,23.67,23.582,23.441,23.189,22.817,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.619,22.547,22.558,22.569,22.58,22.569,22.74,22.773,22.729,23.063,23.003,22.954,23.293,23.397,23.626,23.43,23.129,22.415,22.007,23.789,25.086,25.188,25.038,24.909,24.769,24.532,24.548,24.402,24.348,24.332,24.164,24.028,24.001,23.876,23.686,23.67,23.544,23.495,23.348,23.08,22.586,0,0,0,0,0
