0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.529,21.173,20.823,20.431,20.375,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.346,20.672,19.931,19.931,19.666,19.599,19.525,20.582,20.85,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.302,19.649,19.44,19.474,19.469,19.389,19.508,19.553,19.678,20.325,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.48,19.389,19.406,19.429,19.321,19.293,19.316,19.384,19.304,19.418,19.74,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.474,19.429,19.389,19.418,19.361,19.236,19.225,19.299,19.259,19.321,19.384,19.824,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.474,19.469,19.406,19.265,19.276,19.231,19.197,19.265,19.094,19.27,19.333,19.395,19.779,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.31,19.321,19.333,19.253,19.214,19.208,19.191,19.219,19.197,19.202,19.304,19.327,19.542,20.094,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.395,19.418,19.35,19.287,19.197,19.174,19.117,19.129,19.191,19.077,19.129,19.248,19.355,19.474,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.355,19.31,19.344,19.378,19.208,19.174,19.134,19.151,19.197,19.117,19.168,19.197,19.27,19.316,19.632,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.361,19.304,19.304,19.344,19.191,19.197,19.185,19.129,19.123,19.214,19.163,19.134,19.197,19.265,19.236,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.463,19.429,19.304,19.304,19.355,19.185,19.18,19.14,19.14,19.106,19.146,19.129,19.168,19.208,19.389,19.57,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.48,19.48,19.282,19.384,19.191,19.231,19.151,19.191,19.157,19.146,19.248,19.236,19.163,19.259,19.316,19.367,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.508,19.469,19.452,19.355,19.401,19.412,19.259,19.134,19.1,19.157,19.214,19.259,19.27,19.276,19.287,19.321,19.469,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.423,19.502,19.469,19.429,19.367,19.389,19.253,19.197,19.191,19.214,19.14,19.276,19.253,19.31,19.372,19.35,19.429,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.48,19.485,19.497,19.423,19.491,19.338,19.282,19.35,19.248,19.208,19.185,19.197,19.31,19.372,19.355,19.389,19.553,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.672,19.48,19.632,19.463,19.502,19.412,19.282,19.293,19.287,19.378,19.197,19.321,19.395,19.361,19.406,19.536,19.548,19.852,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.661,19.548,19.587,19.474,19.48,19.582,19.401,19.259,19.367,19.304,19.282,19.35,19.372,19.395,19.401,19.435,19.429,19.824,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.689,19.61,19.644,19.644,19.615,19.615,19.423,19.423,19.327,19.401,19.446,19.361,19.418,19.491,19.435,19.491,19.672,19.785,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.836,19.847,19.779,19.666,19.661,19.627,19.655,19.548,19.553,19.559,19.384,19.576,19.485,19.565,19.548,19.542,19.666,19.824,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.274,19.892,20.033,19.898,19.802,19.768,19.7,19.57,19.627,19.7,19.587,19.48,19.536,19.57,19.587,19.559,19.785,19.847,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.845,20.117,20.117,20.139,20.038,19.875,19.796,19.672,19.745,19.728,19.7,19.728,19.706,19.632,19.74,19.757,19.836,19.931,20.336,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.888,20.906,20.341,20.392,20.257,20.134,20.01,19.83,19.847,19.892,19.92,19.807,19.779,19.553,19.79,19.83,19.864,20.196,20.51,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.164,21.673,20.956,20.689,20.571,20.465,20.021,20.038,20.066,19.954,19.852,19.869,19.83,19.819,19.841,19.898,20.027,20.207,20.538,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.883,22.263,21.695,21.034,20.806,20.644,20.364,20.252,20.184,20.151,20.134,20.072,20.078,19.858,20.033,20.004,20.162,20.364,20.666,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.684,21.678,21.993,21.512,21.007,20.917,20.605,20.515,20.621,20.347,20.111,20.151,20.106,20.094,20.044,20.229,20.302,20.398,20.694,0
